Antonym,Derived word,ex_japa,example,japanese,level,No,part of speech,Synonym,word,unique id
summer,"wintertime, wintry",冬は一年で最も寒い季節だ。,Winter is the coldest season of the year.,冬,1,2821,名詞,cold season,winter,1752129548689x938696719754643500
,"soiled, soilless",この地域の土壌は非常に肥沃だ。,The soil in this area is very fertile.,土,2,2814,名詞,"earth, dirt",soil,1752129548689x949879486273609500
"laziness, idleness","effortless, overeffort",成功するためには大いなる努力が必要だ。,Success requires a lot of effort.,努力,2,2813,名詞,"attempt, endeavor",effort,1752129548689x954620915791242400
"melt, thaw","freezer, freezing",気温が零度以下に下がれば、湖は凍りる。,The lake will freeze if the temperature drops below zero.,凍る,2,2822,動詞,"chill, solidify",freeze,1752129548711x626658109137326200
"hovel, shack","towering, towered",エッフェル塔はパリにある。,The Eiffel Tower is in Paris.,塔、高層ビル,1,2823,"名詞, 動詞","pillar, spire, skyscraper",tower,1752129548712x496333369433700200
,"islander, islandic",その島は美しい青い水に囲まれている。,The island is surrounded by beautiful blue water.,島,1,2824,名詞,"isle, islet",island,1752129548723x684093169991307800
"catch, receive","cast, casting",彼女は石を川に投げた。,She cast a stone into the river.,投げる,3,2826,動詞,"throw, hurl",cast,1752129548732x161883319854234430
"catch, grab","thrower, throwaway",彼は野球ボールをとても速く投げることができる。,He can throw a baseball very fast.,投げる,1,2825,動詞,"toss, hurl, fling",throw,1752129548732x210769435316100480
"withdraw, remove, delete","poster, postable, posting",彼女は自分の写真をInstagramに投稿することにした。,She decided to post her photos on Instagram.,投稿する,2,2828,動詞,"publish, upload, share",post,1752129548732x381921296799735900
"withdraw, divest","investor, investment",彼は不動産に投資することを決めた。,He decided to invest in real estate.,投資する,3,2830,動詞,"finance, fund",invest,1752129548732x391017658052935400
debtor,"investment, invest",その会社は潜在的な投資家を探している。,The company is seeking for potential investors.,投資家,6,2831,名詞,"shareholder, stockholder",investor,1752129548732x418680288050863740
"history, past, retrospect","project, projected, projecting",来年の予算の予測は楽観的だ。,The projection for next year's budget is optimistic.,投影、予測,8,2827,名詞,"estimate, forecast, prediction",projection,1752129548732x829175327324327800
divestment,"invest, invested",彼は不動産への良い投資をした。,He made a good investment in real estate.,投資,4,2829,名詞,"contribution, expenditure",investment,1752129548732x872604631157742200
abstain,"voter, voting",人々は選挙に投票するように奨励されている。,People are encouraged to vote in the election.,投票,3,2832,"名詞, 動詞","ballot, poll",vote,1752129548746x690243897889450960
"west, sunset","orientation, orientate",太陽は東方で昇る。,The sun rises in the orient.,東方,5,2836,名詞,"east, sunrise",orient,1752129548747x249562502448874100
,equational,速度を計算する等式は、距離を時間で割ったものだ。,The equation for calculating speed is distance divided by time.,等式,4,2841,名詞,"formula, calculation",equation,1752129548747x415527594779379260
"unequal, different, dissimilar","equality, equalize, equator",すべての人間は平等に創造される。,All men are created equal.,等しい,3,2838,形容詞,"equivalent, identical, same",equal,1752129548747x436791880089455440
"inequality, disparity","equivalent, equivalently",これら二つの等式が等価であることが証明された。,The equivalence of these two equations is proven.,等価性,7,2839,名詞,"equality, parity, sameness",equivalence,1752129548747x630014900427720400
"give, return, repay","stealth, stealer",彼は母親の財布からお金を盗もうとした。,He tried to steal some money from his mother's purse.,盗む,2,2837,"名詞, 動詞","rob, pilfer, swipe",steal,1752129548747x635929509917671200
western,"east, eastward",彼は市の東部に引っ越した。,He moved to the eastern part of the city.,東の,2,2835,形容詞,oriental,eastern,1752129548747x761646482994267500
,"grader, grading",彼は数学のテストで良い成績を得た。,He got a good grade on his math test.,"等級, 成績",4,2840,名詞,"rank, classification, rating",grade,1752129548747x813419875852977800
nonvoter,"vote, voting",すべての有権者には投票する権利がある。,Every voter has a right to vote.,投票者,4,2833,名詞,"elector, constituent",voter,1752129548747x972710565446766500
west,"eastern, eastward",太陽は東から昇る。,The sun rises in the east.,東,1,2834,名詞,orient,east,1752129548747x985133895930304300
,syntax,文の統語論的な構造はその意味を変えることができる。,The syntactic structure of a sentence can change its meaning.,統語論的な,8,2847,形容詞,"structural, grammatical",syntactic,1752129548749x124330047746840750
"extrinsic, unnecessary","integrally, integration",成功には努力が不可欠だ。,Hard work is integral to success.,統合された、不可欠な,7,2849,形容詞,"essential, inherent, fundamental",integral,1752129548749x329867077554897100
"guess, estimate","statistical, statistician",統計は犯罪率が上昇していることを示している。,The statistic shows that the crime rate is increasing.,統計,5,2844,名詞,"data, figure, information",statistic,1752129548749x404375666648832300
"disunity, discord","unify, unified",チームの統一性が彼らの勝利を助けた。,The team's unity helped them win the game.,統一性,6,2843,名詞,"harmony, consensus",unity,1752129548749x433136352522108350
,"statistics, statistical",統計的に考えると、リスクは非常に低いだ。,"Statistically speaking, the risk is very low.",統計的に,7,2846,副詞,"numerically, mathematically",statistically,1752129548749x665981702587681900
qualitative,"statistics, statistician",レポートにはデータの統計分析が含まれている。,The report includes a statistical analysis of the data.,統計的な,9,2845,形容詞,"numeric, analytical",statistical,1752129548749x741517627937710700
"separation, disintegration","integrate, integrated",これらのシステムの統合は複雑なプロセスでした。,Integration of these systems was a complex process.,統合,7,2848,名詞,"unification, amalgamation",integration,1752129548749x815282391907863600
"separate, divide, segregate","integration, integrative",新しい生徒を学校のコミュニティに統合する必要がある。,We need to integrate the new students into the school community.,統合する,9,2850,動詞,"merge, unify, incorporate",integrate,1752129548749x818085114315573000
question,"answerable, unanswered",彼女は全ての質問に正確に答えた。,She answered all the questions correctly.,答え,1,2842,"名詞, 動詞","reply, respond, solution",answer,1752129548749x979010459284313600
"divide, separate","merger, mergeable",その2つの会社は統合することを決定した。,The two companies decided to merge.,統合する,7,2851,動詞,"combine, unite, amalgamate",merge,1752129548750x233938067684351420
"leave, depart","reachable, reachability",彼は山の頂上に到達した。,He reached the top of the mountain.,到達する,2,2854,動詞,"arrive, get to, attain",reach,1752129549659x649535244009638500
"obey, follow","government, governor",その党は二期にわたり統治している。,The party has been governing for two terms.,統治する,6,2853,動詞,"rule, administer",govern,1752129549659x770423787188372600
"divide, separate, disunify","unified, unifying",新しい指導者は国を統合することを望んでいる。,The new leader hopes to unify the country.,統合する,6,2852,動詞,"unite, merge, combine",unify,1752129549659x907027024049496700
"departure, exit","arrive, arriving",我々はゲストの到着を熱心に待ちた。,We waited eagerly for the arrival of the guests.,到着,4,2855,名詞,"appearance, entrance",arrival,1752129549659x960109810868219400
"underneath, below","overhead, overheads",飛行機が頭上を飛びた。,The airplane flew overhead.,頭上の,3,2861,形容詞,"over, above",overhead,1752129549660x151267859211654980
"depart, leave, exit","arrival, arrived",電車は午前10時に到着する。,The train will arrive at 10am.,到着する,2,2856,動詞,"come, reach, appear",arrive,1752129549660x185333438977079780
"agreement, consensus","debater, debatable",その問題は激しい討論を引き起こした。,The issue sparked a heated debate.,討論,6,2857,"名詞, 動詞","discussion, argument, dispute",debate,1752129549660x319823074259779200
"foot, bottom, follower","headache, headway, headmaster",彼は頭をうなずいた。,He nodded his head.,頭,1,2860,"名詞, 動詞","top, leader, chief",head,1752129549660x409230839052857600
"opacity, obscurity","transparent, transparently",その組織の運営の透明性は称賛に値する。,The transparency of the organization's operations is commendable.,透明性,6,2859,名詞,"clarity, lucidity",transparency,1752129549660x532801172702026300
